State_name	Name	State_name-Name	Rainfall (inches)	RainDays	Runoff	Station Name	Ptrecipitation Correction Factor	No. of Rain Days Correction Factor	Rmean	Kmean	LSavg	Cavg	Pavg
Missouri	Oregon	Missouri-Oregon	45	83	15				250.0	0.29	1.11	0.01	1.00
Missouri	Osage	Missouri-Osage	37.07	90.2	9				225.0	0.34	1.57	0.04	1.00
Missouri	Ozark	Missouri-Ozark	45	77	14				250.0	0.27	1.20	0.03	1.00
Missouri	Pemiscot	Missouri-Pemiscot	46.12	97.8	14.5				250.0	0.37	0.09	0.32	1.00
Missouri	Perry	Missouri-Perry	45	87.4	13				250.0	0.34	0.86	0.12	0.97
Missouri	Pettis	Missouri-Pettis	40.51	92.1	8.5				225.0	0.35	0.50	0.12	0.88
Missouri	Phelps	Missouri-Phelps	45	94.6	10				225.0	0.33	0.68	0.04	1.00
Missouri	Pike	Missouri-Pike	35.01	88.7	9				200.0	0.35	0.71	0.17	0.94
Missouri	Platte	Missouri-Platte	35.01	81.4	7				200.0	0.32	0.74	0.19	0.97
Missouri	Polk	Missouri-Polk	45	95.7	10				250.0	0.30	0.43	0.03	1.00
Missouri	Pulaski	Missouri-Pulaski	45	99.7	8				225.0	0.32	1.08	0.01	1.00
Missouri	Putnam	Missouri-Putnam	35.01	94.5	7				200.0	0.33	2.04	0.05	1.00
Missouri	Ralls	Missouri-Ralls	35.41	94.5	9				200.0	0.36	0.52	0.21	0.95
Missouri	Randolph	Missouri-Randolph	35.67	96.1	9				200.0	0.38	0.82	0.14	0.98
Missouri	Ray	Missouri-Ray	35.01	83.7	9				200.0	0.34	0.70	0.15	0.97
Missouri	Reynolds	Missouri-Reynolds	45	81.4	14.5				250.0	0.28	0.21	0.04	1.00
Missouri	Ripley	Missouri-Ripley	45	92.7	11				250.0	0.32	0.32	0.12	1.00
Missouri	Saline	Missouri-Saline	35.01	84.4	8				225.0	0.35	0.27	0.22	0.97
Missouri	Schuyler	Missouri-Schuyler	35.01	87.1	8				225.0	0.29	0.45	0.04	0.98
Missouri	Scotland	Missouri-Scotland	35.01	83.7	8				225.3	0.32	1.19	0.08	0.99
Missouri	Scott	Missouri-Scott	45	97.8	16				221.5	0.34	0.72	0.03	1.00
Missouri	Shannon	Missouri-Shannon	45	78.8	14				225.0	0.33	0.26	0.23	1.00
Missouri	Shelby	Missouri-Shelby	35.01	84.1	8				225.0	0.33	0.52	0.20	0.78
Missouri	St. Charles	Missouri-St. Charles	35.01	89.2	9				200.0	0.32	2.04	0.06	1.00
Missouri	St. Clair	Missouri-St. Clair	45	84.3	8				200.0	0.35	0.86	0.14	0.92
Missouri	St. Francois	Missouri-St. Francois	44.76	93.6	11				250.0	0.32	0.19	0.24	1.00
Missouri	St. Louis	Missouri-St. Louis	35.64	92.4	9				250.0	0.29	1.06	0.02	1.00
Missouri	St. Louis City	Missouri-St. Louis City	35.01	97.8	9				200.0	0.39	0.52	0.20	0.91
Missouri	Ste. Genevieve	Missouri-Ste. Genevieve	44.82	91.8	10.667				250.0	0.39	0.19	0.29	1.00
Missouri	Stoddard	Missouri-Stoddard	45	96.5	17				250.0	0.28	2.02	0.02	1.00
Missouri	Stone	Missouri-Stone	45	83	12				200.0	0.32	1.69	0.08	1.00
Missouri	Sullivan	Missouri-Sullivan	35.01	96.1	8				250.0	0.26	2.43	0.02	1.00
Missouri	Taney	Missouri-Taney	45	83.2	12				250.0	0.30	0.86	0.02	1.00
Missouri	Texas	Missouri-Texas	45	86.9	12				225.0	0.34	0.28	0.11	0.97
Missouri	Vernon	Missouri-Vernon	45	83	9				225.0	0.33	0.62	0.14	0.97
Missouri	Warren	Missouri-Warren	35.15	85.8	9				225.0	0.30	0.69	0.06	1.00
Missouri	Washington	Missouri-Washington	44.4	83.4	10.333				250.0	0.30	0.35	0.03	1.00
Missouri	Wayne	Missouri-Wayne	45	96.7	15				250.0	0.32	1.00	0.02	1.00
Missouri	Webster	Missouri-Webster	45	90.4	12				200.0	0.33	1.08	0.08	0.98
Missouri	Worth	Missouri-Worth	35.01	83	7				247.9	0.31	1.24	0.03	1.00
Missouri	Wright	Missouri-Wright	45	85.6	12				225.0	0.32			
Montana	Beaverhead	Montana-Beaverhead	20.89	89.9	10				17.7	0.26	1.35	0.03	1.00
Montana	Big Horn	Montana-Big Horn	16.83	77.7	2.125				35.3	0.34	3.10	0.06	1.00
Montana	Blaine	Montana-Blaine	14.29	61.4	1				35.7	0.37	1.18	0.07	1.00
Montana	Broadwater	Montana-Broadwater	17.17	81.4	7.5				15.9	0.25	2.32	0.07	1.00
Montana	Carbon	Montana-Carbon	19.12	78.9	12.5				28.8	0.32	1.99	0.08	1.00
Montana	Carter	Montana-Carter	16	63.6	0.75				46.0	0.34	0.85	0.06	1.00
Montana	Cascade	Montana-Cascade	17.98	83.3	5				33.3	0.28	5.07	0.07	1.00
Montana	Chouteau	Montana-Chouteau	16.02	71	2				34.7	0.37	2.05	0.11	1.00
Montana	Custer	Montana-Custer	15.92	67.8	0.5				33.2	0.35	1.79	0.07	1.00
Montana	Daniels	Montana-Daniels	13.26	68.5	0.5				37.0	0.31	0.92	0.18	1.00
Montana	Dawson	Montana-Dawson	16	61.2	0.5				39.2	0.33	1.83	0.10	1.00
Montana	Deer Lodge	Montana-Deer Lodge	22.77	100.3	10				21.3	0.23	4.86	0.05	1.00
Montana	Fallon	Montana-Fallon	16	62.9	0.75				51.2	0.33	1.14	0.08	1.00
Montana	Fergus	Montana-Fergus	18.03	77.9	1.5				31.3	0.32	1.34	0.10	0.99
Montana	Flathead	Montana-Flathead	40.59	137.9	23.889				36.9	0.25	0.52	0.12	1.00
Montana	Gallatin	Montana-Gallatin	25.79	110.3	10				23.0	0.27	2.59	0.06	1.00
Montana	Garfield	Montana-Garfield	15.3	65.8	1.5				26.7	0.35	0.71	0.08	1.00
Montana	Glacier	Montana-Glacier	29.12	95.1	35.182				29.8	0.31	1.50	0.15	1.00
Montana	Golden Valley	Montana-Golden Valley	16.92	70.4	1.5				27.8	0.33	1.03	0.05	1.00
Montana	Granite	Montana-Granite	25.28	111.4	10				21.6	0.30	3.44	0.03	1.00
Montana	Hill	Montana-Hill	9.85	54.6	1.5				31.4	0.39	0.92	0.12	1.00
Montana	Jefferson	Montana-Jefferson	18.5	90.7	7.5				16.2	0.21	2.98	0.05	1.00
Montana	Judith Basin	Montana-Judith Basin	19.9	87.7	3.5				32.4	0.31	1.34	0.12	1.00
Montana	Lake	Montana-Lake	27.62	114.7	17.5				38.6	0.25	2.76	0.15	1.00
Montana	Lewis and Clark	Montana-Lewis and Clark	23.43	97.5	17.5				21.7	0.26	2.54	0.07	1.00
Montana	Liberty	Montana-Liberty	9.83	56.4	1.5				27.7	0.40	0.91	0.16	1.00
Montana	Lincoln	Montana-Lincoln	32.97	132	22.273				45.6	0.23	1.29	0.09	1.00
Montana	Madison	Montana-Madison	22.52	93.1	7.5				35.9	0.35	1.44	0.13	1.00
Montana	McCone	Montana-McCone	15.48	58.9	0.5				16.5	0.21	4.10	0.03	1.00
Montana	Meagher	Montana-Meagher	20.94	87.3	5				25.1	0.23	2.13	0.04	1.00
Montana	Mineral	Montana-Mineral	44.27	141.7	26				34.2	0.19	0.68	0.07	1.00
Montana	Missoula	Montana-Missoula	33.79	131.3	20.5				34.0	0.20	4.02	0.04	1.00
Montana	Musselshell	Montana-Musselshell	16	67.6	0.75				23.6	0.33	1.26	0.05	1.00
Montana	Park	Montana-Park	27.17	109.8	11				29.0	0.26	2.47	0.04	1.00
Montana	Petroleum	Montana-Petroleum	16	68	0.75				26.8	0.32	0.91	0.06	1.00
Montana	Phillips	Montana-Phillips	11.52	50.6	0.75				28.8	0.37	0.89	0.07	0.99
Montana	Pondera	Montana-Pondera	16.79	76.1	20.714				28.5	0.35	1.12	0.27	1.00
Montana	Powder River	Montana-Powder River	16	70	0.5				36.1	0.35	1.97	0.06	1.00
Montana	Powell	Montana-Powell	28.47	115.5	17.5				20.2	0.24	2.88	0.03	1.00
Montana	Prairie	Montana-Prairie	15.11	49.9	0.5				34.6	0.33	1.45	0.09	1.00
Montana	Ravalli	Montana-Ravalli	32.55	123.3	27.8				24.1	0.22	1.33	0.05	1.00
Montana	Richland	Montana-Richland	16	68.1	0.5				35.2	0.36	1.59	0.13	0.98
Montana	Roosevelt	Montana-Roosevelt	15.74	68.7	0.5				36.1	0.37	1.28	0.18	1.00
Montana	Rosebud	Montana-Rosebud	14.97	70.6	0.75				27.3	0.35	2.31	0.06	1.00
Montana	Sanders	Montana-Sanders	32.88	131.6	17.857				38.7	0.21	8.88	0.03	1.00
Montana	Sheridan	Montana-Sheridan	16	58.3	0.5				47.9	0.37	1.06	0.13	1.00
Montana	Silver Bow	Montana-Silver Bow	18.63	92.5	5				17.6	0.20	3.15	0.06	1.00
Montana	Stillwater	Montana-Stillwater	19.4	77.8	10.4				28.4	0.33	2.25	0.08	1.00
Montana	Sweet Grass	Montana-Sweet Grass	20.92	84.9	10.4				31.1	0.32	1.80	0.04	1.00
Montana	Teton	Montana-Teton	18.4	76.7	17.5				29.9	0.31	1.09	0.13	1.00
Montana	Toole	Montana-Toole	11.5	65.4	1.5				28.5	0.36	1.12	0.23	1.00
Montana	Treasure	Montana-Treasure	16	64.4	1.5				27.3	0.33	3.42	0.04	1.00
Montana	Valley	Montana-Valley	9.54	59.6	0.5				36.4	0.37	0.63	0.15	1.00
Montana	Wheatland	Montana-Wheatland	17.08	77.3	3.5				27.9	0.31	1.11	0.04	1.00
Montana	Wibaux	Montana-Wibaux	16	67.1	0.5				42.0	0.35	1.94	0.08	0.99
Montana	Yellowstone	Montana-Yellowstone	16	71.1	2.125				27.7	0.31	1.92	0.07	1.00
Montana	Yellowstone National Park (Part)	Montana-Yellowstone National Park (Part)	32.79	126.2	17.5								
Nebraska	Adams	Nebraska-Adams	25.01	68	2				150.0	0.32	0.37	0.16	0.98
Nebraska	Antelope	Nebraska-Antelope	25.01	72.8	1				125.0	0.23	0.62	0.12	1.00
Nebraska	Arthur	Nebraska-Arthur	16	68	1.5				100.0	0.15	1.67	0.02	1.00
Nebraska	Banner	Nebraska-Banner	16	68	0.5				50.0	0.26	1.31	0.06	0.96
Nebraska	Blaine	Nebraska-Blaine	25.01	68	4				100.0	0.16	2.85	0.02	1.00
Nebraska	Boone	Nebraska-Boone	25.01	69.2	2				150.0	0.32	1.16	0.11	0.99
Nebraska	Box Butte	Nebraska-Box Butte	16	68.2	0.75				50.9	0.27	0.57	0.09	1.00
Nebraska	Boyd	Nebraska-Boyd	25.01	68.1	2				100.0	0.29	1.32	0.06	1.00
Nebraska	Brown	Nebraska-Brown	25.01	68.9	4				100.0	0.17	1.42	0.04	1.00
Nebraska	Buffalo	Nebraska-Buffalo	25.01	67.4	2				125.0	0.34	1.20	0.11	1.00
Nebraska	Burt	Nebraska-Burt	25.01	82.9	4				150.0	0.31	0.89	0.19	0.95
Nebraska	Butler	Nebraska-Butler	25.01	71.7	2				150.0	0.32	0.61	0.16	0.95
Nebraska	Cass	Nebraska-Cass	34.45	81.6	5				175.0	0.31	0.67	0.14	0.64
Nebraska	Cedar	Nebraska-Cedar	25.01	70.4	2				150.0	0.33	1.02	0.12	0.98
Nebraska	Chase	Nebraska-Chase	16	54.8	0.5				100.0	0.23	1.22	0.13	0.99
Nebraska	Cherry	Nebraska-Cherry	20.39	68	3				74.7	0.16	1.90	0.02	1.00
Nebraska	Cheyenne	Nebraska-Cheyenne	16	68.3	1				75.0	0.28	0.51	0.11	0.98
Nebraska	Clay	Nebraska-Clay	25.01	67.1	2				150.0	0.33	0.27	0.14	0.99
Nebraska	Colfax	Nebraska-Colfax	25.01	72.1	2				150.0	0.31	0.66	0.18	0.98
Nebraska	Cuming	Nebraska-Cuming	25.01	82.1	1				150.0	0.31	0.73	0.17	0.96
Nebraska	Custer	Nebraska-Custer	25.01	68	1.5				100.0	0.32	2.30	0.06	1.00
Nebraska	Dakota	Nebraska-Dakota	25.01	82.9	2				150.0	0.32	0.83	0.16	0.99
Nebraska	Dawes	Nebraska-Dawes	16	70.2	0.75				50.0	0.31	1.41	0.03	0.97
Nebraska	Dawson	Nebraska-Dawson	25.01	65.1	1				125.0	0.33	1.66	0.08	1.00
Nebraska	Deuel	Nebraska-Deuel	16	54.3	1.5				75.0	0.29	0.52	0.12	0.97
Nebraska	Dixon	Nebraska-Dixon	25.01	73	2				150.0	0.33	1.35	0.12	0.90
Nebraska	Dodge	Nebraska-Dodge	25.68	79.8	4				150.0	0.30	0.37	0.20	0.97
Nebraska	Douglas	Nebraska-Douglas	25.08	83	5				150.0	0.28	0.72	0.18	0.86
Nebraska	Dundy	Nebraska-Dundy	16.73	57.5	1.5				100.0	0.21	0.73	0.09	0.99
Nebraska	Fillmore	Nebraska-Fillmore	25.01	69.4	2				150.0	0.36	0.27	0.17	1.00
Nebraska	Franklin	Nebraska-Franklin	25.01	64.8	1.5				125.0	0.33	1.10	0.08	0.98
Nebraska	Frontier	Nebraska-Frontier	25	57.5	0.5				100.0	0.36	1.32	0.08	0.86
Nebraska	Furnas	Nebraska-Furnas	25.01	67.6	1.5				125.0	0.34	0.98	0.09	0.84
Nebraska	Gage	Nebraska-Gage	34.33	78.5	4				175.0	0.35	0.54	0.13	0.84
Nebraska	Garden	Nebraska-Garden	16	64.9	1.5				75.0	0.18	2.30	0.02	1.00
Nebraska	Garfield	Nebraska-Garfield	25.01	68	3				100.0	0.18	2.92	0.04	1.00
Nebraska	Gosper	Nebraska-Gosper	25.01	66.3	1.5				125.0	0.34	1.35	0.10	0.92
Nebraska	Grant	Nebraska-Grant	16.14	68	1				75.0	0.15	2.14	0.03	1.00
Nebraska	Greeley	Nebraska-Greeley	25.01	68	2				125.0	0.30	2.76	0.05	1.00
Nebraska	Hall	Nebraska-Hall	25.01	70.5	2				125.0	0.28	0.23	0.14	1.00
Nebraska	Hamilton	Nebraska-Hamilton	25.01	69.2	2				150.0	0.32	0.27	0.16	1.00
Nebraska	Harlan	Nebraska-Harlan	25.01	67.9	1				125.0	0.32	0.66	0.12	0.90
Nebraska	Hayes	Nebraska-Hayes	22.24	67.3	0.5				100.0	0.34	2.62	0.08	0.96
Nebraska	Hitchcock	Nebraska-Hitchcock	25	67.9	1.167				100.0	0.36	1.10	0.11	0.84
Nebraska	Holt	Nebraska-Holt	25.01	68.7	2				100.0	0.18	0.45	0.05	1.00
Nebraska	Hooker	Nebraska-Hooker	23.96	68	1				75.0	0.15	1.30	0.03	1.00
Nebraska	Howard	Nebraska-Howard	25.01	68.1	2				125.0	0.30	0.81	0.08	1.00
Nebraska	Jefferson	Nebraska-Jefferson	31.42	76.1	4				175.0	0.34	0.52	0.12	0.92
Nebraska	Johnson	Nebraska-Johnson	35.01	80.7	5				175.0	0.34	0.76	0.09	0.81
Nebraska	Kearney	Nebraska-Kearney	25.01	68	2				125.0	0.31	0.33	0.13	1.00
Nebraska	Keith	Nebraska-Keith	16	61.5	1.5				100.0	0.22	1.64	0.08	0.99
Nebraska	Keya Paha	Nebraska-Keya Paha	25.01	68.7	3				99.9	0.20	1.23	0.04	1.00
Nebraska	Kimball	Nebraska-Kimball	16	69.9	0.5				50.0	0.29	0.49	0.08	0.97
Nebraska	Knox	Nebraska-Knox	25.01	72.5	2				125.0	0.31	1.41	0.07	1.00
Nebraska	Lancaster	Nebraska-Lancaster	27.66	70.5	4				150.0	0.33	0.53	0.11	0.81
Nebraska	Lincoln	Nebraska-Lincoln	20.18	68	1.167				100.0	0.24	1.23	0.07	1.00
Nebraska	Logan	Nebraska-Logan	25.01	68	3				100.0	0.18	2.85	0.04	1.00
Nebraska	Loup	Nebraska-Loup	25.01	68	4				100.0	0.17	3.07	0.03	1.00
Nebraska	Madison	Nebraska-Madison	25.01	73.7	1				100.0	0.15	1.23	0.02	1.00
Nebraska	McPherson	Nebraska-McPherson	20.85	68	1.5				150.0	0.29	0.64	0.15	0.99
Nebraska	Merrick	Nebraska-Merrick	25.01	68.9	2				150.0	0.26	0.18	0.13	1.00
Nebraska	Morrill	Nebraska-Morrill	16	68	1				50.0	0.22	1.28	0.07	0.99
Nebraska	Nance	Nebraska-Nance	25.01	70	2				150.0	0.31	0.81	0.09	0.99
Nebraska	Nemaha	Nebraska-Nemaha	35.01	83	5.667				175.0	0.32	0.55	0.16	0.69
Nebraska	Nuckolls	Nebraska-Nuckolls	25.01	67.6	2				150.0	0.33	0.57	0.11	0.91
Nebraska	Otoe	Nebraska-Otoe	35.01	82	5				175.0	0.34	0.55	0.15	0.67
Nebraska	Pawnee	Nebraska-Pawnee	35.01	78.2	5				175.0	0.34	0.68	0.08	0.83
Nebraska	Perkins	Nebraska-Perkins	16	52.8	1.5				100.0	0.25	0.42	0.20	0.99
Nebraska	Phelps	Nebraska-Phelps	25.01	67.3	1				125.0	0.32	0.36	0.15	1.00
Nebraska	Pierce	Nebraska-Pierce	25.01	69.6	1				150.0	0.25	0.54	0.12	0.99
Nebraska	Platte	Nebraska-Platte	25.01	77.5	2				150.0	0.31	0.78	0.18	0.99
Nebraska	Polk	Nebraska-Polk	25.01	68.1	2				150.0	0.31	0.27	0.17	0.99
Nebraska	Red Willow	Nebraska-Red Willow	24.97	66.8	0.5				100.0	0.36	1.22	0.11	0.82
Nebraska	Richardson	Nebraska-Richardson	35.01	83	6				175.0	0.32	0.75	0.16	0.86
Nebraska	Rock	Nebraska-Rock	25.01	74.9	4				100.0	0.16	0.96	0.03	1.00
Nebraska	Saline	Nebraska-Saline	25.06	66.2	4				150.0	0.34	0.40	0.14	0.97
Nebraska	Sarpy	Nebraska-Sarpy	29.82	82.8	5				150.0	0.28	0.90	0.18	0.77
Nebraska	Saunders	Nebraska-Saunders	25.23	73.2	4				150.0	0.32	0.61	0.18	0.86
Nebraska	Scotts Bluff	Nebraska-Scotts Bluff	16	68.3	0.5				50.0	0.31	0.64	0.14	1.00
Nebraska	Seward	Nebraska-Seward	25.01	67.5	2				150.0	0.33	0.45	0.12	0.94
Nebraska	Sheridan	Nebraska-Sheridan	16	68.1	1.5				50.0	0.21	1.98	0.04	0.99
Nebraska	Sherman	Nebraska-Sherman	25.01	68	2				125.0	0.34	2.40	0.05	1.00
Nebraska	Sioux	Nebraska-Sioux	16	68	0.5				50.0	0.23	1.56	0.02	1.00
Nebraska	Stanton	Nebraska-Stanton	25.01	75.2	2				150.0	0.31	1.12	0.13	0.94
Nebraska	Thayer	Nebraska-Thayer	25.01	80.2	3				150.0	0.33	0.65	0.13	0.94
Nebraska	Thomas	Nebraska-Thomas	25.01	68	1				75.0	0.16	2.10	0.03	1.00
Nebraska	Thurston	Nebraska-Thurston	25.01	80.7	1				150.0	0.32	1.44	0.15	0.91
Nebraska	Valley	Nebraska-Valley	25.01	68	2				125.0	0.34	1.60	0.07	1.00
Nebraska	Washington	Nebraska-Washington	25.01	80.5	4.667				150.0	0.32	0.98	0.14	0.88
Nebraska	Wayne	Nebraska-Wayne	25.01	75.6	1				150.0	0.32	1.10	0.14	0.94
Nebraska	Webster	Nebraska-Webster	25.01	66.8	2				150.0	0.33	0.91	0.08	0.92
Nebraska	Wheeler	Nebraska-Wheeler	25.01	68	2				125.0	0.16	1.03	0.05	1.00
Nebraska	York	Nebraska-York	25.01	68.1	2				150.0	0.32	0.22	0.16	1.00
Nevada	Carson City	Nevada-Carson City	15.12	49.7	6.592				15.1	0.24	1.81	0.18	1.00
Nevada	Churchill	Nevada-Churchill	8.76	45.2	0.45				16.6	0.23	1.10	0.10	1.00
Nevada	Clark	Nevada-Clark	8.12	33	0.711				37.9	0.22	1.95	0.12	1.00
Nevada	Douglas	Nevada-Douglas	17.55	50.8	5.963				18.2	0.29	0.91	0.09	1.00
Nevada	Elko	Nevada-Elko	13.57	67.7	1.774				15.6	0.19	1.88	0.10	1.00
Nevada	Esmeralda	Nevada-Esmeralda	8.48	40.1	5.566				16.3	0.38	1.30	0.10	1.00
Nevada	Eureka	Nevada-Eureka	11.13	58.5	0.413				15.2	0.34	0.99	0.13	1.00
Nevada	Humboldt	Nevada-Humboldt	11.47	52.9	1.302				20.6	0.41	0.84	0.08	1.00
Nevada	Lander	Nevada-Lander	11.58	54.7	0.909				26.5	0.27	1.79	0.16	1.00
Nevada	Lincoln	Nevada-Lincoln	10.99	45	0.423				18.2	0.25	0.68	0.16	1.00
Nevada	Lyon	Nevada-Lyon	11.14	46.2	0.2				15.3	0.18	1.20	0.21	1.00
Nevada	Mineral	Nevada-Mineral	9.64	45.1	0.571				15.6	0.26	0.52	0.22	1.00
Nevada	Nye	Nevada-Nye	9.16	42.7	1.939				15.0	0.27	1.22	0.17	1.00
Nevada	Pershing	Nevada-Pershing	9.74	45.4	0.45				18.3	0.18	6.62	0.08	1.00
Nevada	Storey	Nevada-Storey	13.08	45	0.15				22.6	0.22	3.87	0.12	1.00
Nevada	Washoe	Nevada-Washoe	13.45	57.7	5.566				20.4	0.29	1.16	0.16	1.00
Nevada	White Pine	Nevada-White Pine	12.19	56.6	1.202				42.0	0.20	6.93	0.16	1.00
New Hampshire	Belknap	New Hampshire-Belknap	42.4	120	20				110.0	0.21	1.08	0.05	0.98
New Hampshire	Carroll	New Hampshire-Carroll	49.04	126.9	29				105.0	0.18	0.76	0.01	1.00
New Hampshire	Cheshire	New Hampshire-Cheshire	42.23	112	20				130.0	0.23	1.62	0.08	0.98
New Hampshire	Coos	New Hampshire-Coos	48.34	146.1	26.667				95.0	0.23	0.46	0.02	1.00
New Hampshire	Grafton	New Hampshire-Grafton	46.24	136.6	28.75				100.0	0.21	1.08	0.03	1.00
New Hampshire	Hillsborough	New Hampshire-Hillsborough	44.57	111.3	23				125.0	0.21	0.90	0.04	1.00
New Hampshire	Merrimack	New Hampshire-Merrimack	42.12	115.6	20				114.9	0.19	0.81	0.04	0.98
New Hampshire	Rockingham	New Hampshire-Rockingham	44.68	112.8	20				120.0	0.22	0.44	0.06	1.00
New Hampshire	Strafford	New Hampshire-Strafford	45.87	119.9	20				115.0	0.22	0.78	0.05	1.00
New Hampshire	Sullivan	New Hampshire-Sullivan	41.19	115	20				115.0	0.24	1.12	0.02	1.00
New Jersey	Atlantic	New Jersey-Atlantic	45	97.8	21				200.0	0.20	0.13	0.13	1.00
New Jersey	Bergen	New Jersey-Bergen	45	110.8	24.5				175.0	0.30	0.58	0.03	1.00
New Jersey	Burlington	New Jersey-Burlington	45	101.6	21				199.7	0.21	0.16	0.15	1.00
New Jersey	Camden	New Jersey-Camden	45	97.8	22				196.3	0.26	0.14	0.16	1.00
New Jersey	Cape May	New Jersey-Cape May	45	97.8	21				200.0	0.24	0.17	0.36	1.00
New Jersey	Cumberland	New Jersey-Cumberland	45	97.8	23.5				195.0	0.26	0.19	0.23	1.00
New Jersey	Essex	New Jersey-Essex	45	107.3	25				180.0	0.40	0.29	0.01	1.00
New Jersey	Gloucester	New Jersey-Gloucester	45	98.5	20				190.0	0.28	0.26	0.24	1.00
New Jersey	Hudson	New Jersey-Hudson	45	100.1	22				180.0	0.18			
New Jersey	Hunterdon	New Jersey-Hunterdon	46.14	111.6	23.5				175.1	0.31	0.78	0.17	0.97
New Jersey	Mercer	New Jersey-Mercer	45	104.6	25.6				185.1	0.32	0.42	0.17	1.00
New Jersey	Middlesex	New Jersey-Middlesex	45	111.4	21				190.0	0.28	0.25	0.34	0.99
New Jersey	Monmouth	New Jersey-Monmouth	45	112.5	20				199.7	0.24	0.40	0.21	0.98
New Jersey	Morris	New Jersey-Morris	51.26	111.8	25				170.5	0.26	0.78	0.10	1.00
New Jersey	Ocean	New Jersey-Ocean	45	107.1	20				199.0	0.18	0.19	0.40	1.00
New Jersey	Passaic	New Jersey-Passaic	51.03	113.8	24.5				170.0	0.22	0.65	0.01	1.00
New Jersey	Salem	New Jersey-Salem	45	100.4	20				190.0	0.33	0.22	0.24	1.00
New Jersey	Somerset	New Jersey-Somerset	45	104.8	22				185.0	0.33	0.48	0.12	0.99
New Jersey	Sussex	New Jersey-Sussex	45.29	112.5	25.6				164.5	0.25	2.26	0.07	1.00
New Jersey	Union	New Jersey-Union	45	112.5	22				180.0	0.34	0.32	0.01	1.00
New Jersey	Warren	New Jersey-Warren	45.6	112.5	23.833				170.0	0.28	1.08	0.12	0.99
New Mexico	Bernalillo	New Mexico-Bernalillo	11.04	50.6	0.475				31.1	0.25	0.43	0.21	1.00
New Mexico	Catron	New Mexico-Catron	17.58	66.4	0.844				33.4	0.20	0.63	0.13	1.00
New Mexico	Chaves	New Mexico-Chaves	16	45	0.267				81.1	0.26	0.27	0.09	1.00
New Mexico	Cibola	New Mexico-Cibola	12.97	59.3	0.567				25.0	0.26	0.32	0.21	1.00
New Mexico	Colfax	New Mexico-Colfax	17.26	70.3	2.125				89.7	0.29	0.49	0.15	1.00
New Mexico	Curry	New Mexico-Curry	16	45	0.1				111.5	0.26	0.16	0.18	0.99
New Mexico	De Baca	New Mexico-De Baca	16	45	0.2				90.2	0.28	0.32	0.13	1.00
New Mexico	Dona Ana	New Mexico-Dona Ana	9.42	44.9	0.133				36.7	0.25	0.74	0.22	1.00
New Mexico	Eddy	New Mexico-Eddy	16.01	45	0.267				79.9	0.26	0.24	0.10	1.00
New Mexico	Grant	New Mexico-Grant	16.14	51.7	1.167				46.0	0.23	0.97	0.16	1.00
New Mexico	Guadalupe	New Mexico-Guadalupe	15.98	45	0.2				77.9	0.32	0.17	0.14	1.00
New Mexico	Harding	New Mexico-Harding	16	46	0.267				98.2	0.29	0.77	0.12	1.00
New Mexico	Hidalgo	New Mexico-Hidalgo	13.73	45.8	0.2				50.6	0.25	0.51	0.21	1.00
New Mexico	Lea	New Mexico-Lea	15.93	45	0.267				118.0	0.21	0.15	0.07	1.00
New Mexico	Lincoln	New Mexico-Lincoln	15.72	48.2	0.925				62.9	0.25	1.05	0.11	1.00
New Mexico	Los Alamos	New Mexico-Los Alamos	19.12	64	2				56.5	0.33	0.00	1.00	1.00
New Mexico	Luna	New Mexico-Luna	9.21	45	0.2				40.0	0.28	0.21	0.18	1.00
New Mexico	McKinley	New Mexico-McKinley	11.79	53.7	0.51				25.0	0.29	0.34	0.22	1.00
New Mexico	Mora	New Mexico-Mora	18.22	68.9	3.7				80.0	0.31	0.50	0.11	1.00
New Mexico	Otero	New Mexico-Otero	14.41	51	1.483				71.6	0.22	1.14	0.14	1.00
New Mexico	Quay	New Mexico-Quay	16	45	0.1				108.3	0.27	0.34	0.15	1.00
New Mexico	Rio Arriba	New Mexico-Rio Arriba	17.28	74.8	5.389				24.8	0.28	0.93	0.14	1.00
New Mexico	Roosevelt	New Mexico-Roosevelt	16	45	0.1				116.5	0.23	0.17	0.13	0.98
New Mexico	San Juan	New Mexico-San Juan	9.76	48.1	1.667				30.7	0.29	1.08	0.27	1.00
New Mexico	San Miguel	New Mexico-San Miguel	16.24	51.7	1.483				21.8	0.30	0.44	0.26	1.00
New Mexico	Sandoval	New Mexico-Sandoval	12.42	55	0.567				77.6	0.30	1.22	0.08	1.00
New Mexico	Santa Fe	New Mexico-Santa Fe	15.9	52.1	2.525				45.8	0.31	0.39	0.21	1.00
New Mexico	Sierra	New Mexico-Sierra	11.97	46.7	0.3				40.6	0.17	1.20	0.16	1.00
New Mexico	Socorro	New Mexico-Socorro	11.7	45	0.844				32.4	0.20	0.37	0.17	1.00
New Mexico	Taos	New Mexico-Taos	18.51	72.8	5.4				38.9	0.27	0.15	0.13	1.00
New Mexico	Torrance	New Mexico-Torrance	15.46	46	0.42				50.0	0.33	0.22	0.14	1.00
New Mexico	Union	New Mexico-Union	16	52.2	0.15				112.5	0.29	0.45	0.12	1.00
New Mexico	Valencia	New Mexico-Valencia	9.2	45.3	0.2				25.0	0.22	0.50	0.19	1.00
